"Generation" "SexRatio" "Females" "Males" "LinkageGroup" "Origin" "Haplotype" "SPY" "SPA" "AY" "AA" "BY" "BA" "RY" "RA" "MaleDeterminer"
19000 0.500206465969042 0 0 "A" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19000 0.500206465969042 0 0 "A" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19000 0.500206465969042 0.076435527746995 0.0764986791654548 "A" "Paternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19000 0.500206465969042 0.423358006283962 0.423707786803588 "A" "Paternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19000 0.500206465969042 0 0 "A" "Paternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19000 0.500206465969042 0 0 "A" "Paternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19100 0.500206465969042 0.110065681836018 0.110211611360776 "XY" "Maternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19100 0.500206465969042 0.389727852194939 0.389994854608267 "XY" "Maternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19100 0.500206465969042 0 0 "XY" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19100 0.500206465969042 0 0 "XY" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19100 0.500206465969042 0.107314073724886 0 "XY" "Paternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19100 0.500206465969042 0.392479460306071 0 "XY" "Paternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19100 0.500206465969042 0 0.0846561500897227 "XY" "Paternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19100 0.500206465969042 0 0.41555031587932 "XY" "Paternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19100 0.500206465969042 0.0786728104005538 0.0787378102732239 "A" "Maternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19100 0.500206465969042 0.421120723630404 0.421468655695819 "A" "Maternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19100 0.500206465969042 0 0 "A" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19100 0.500206465969042 0 0 "A" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19100 0.500206465969042 0.076435527746995 0.0764986791654548 "A" "Paternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19100 0.500206465969042 0.423358006283962 0.423707786803588 "A" "Paternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19100 0.500206465969042 0 0 "A" "Paternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19100 0.500206465969042 0 0 "A" "Paternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19200 0.500206465969042 0.110065681836018 0.110211611360776 "XY" "Maternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19200 0.500206465969042 0.389727852194939 0.389994854608267 "XY" "Maternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19200 0.500206465969042 0 0 "XY" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19200 0.500206465969042 0 0 "XY" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19200 0.500206465969042 0.107314073724886 0 "XY" "Paternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19200 0.500206465969042 0.392479460306071 0 "XY" "Paternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19200 0.500206465969042 0 0.0846561500897227 "XY" "Paternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19200 0.500206465969042 0 0.41555031587932 "XY" "Paternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19200 0.500206465969042 0.0786728104005538 0.0787378102732239 "A" "Maternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19200 0.500206465969042 0.421120723630404 0.421468655695819 "A" "Maternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19200 0.500206465969042 0 0 "A" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19200 0.500206465969042 0 0 "A" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19200 0.500206465969042 0.076435527746995 0.0764986791654548 "A" "Paternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19200 0.500206465969042 0.423358006283962 0.423707786803588 "A" "Paternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19200 0.500206465969042 0 0 "A" "Paternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19200 0.500206465969042 0 0 "A" "Paternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19300 0.500206465969042 0.110065681836018 0.110211611360776 "XY" "Maternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19300 0.500206465969042 0.389727852194939 0.389994854608267 "XY" "Maternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19300 0.500206465969042 0 0 "XY" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19300 0.500206465969042 0 0 "XY" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19300 0.500206465969042 0.107314073724886 0 "XY" "Paternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19300 0.500206465969042 0.392479460306071 0 "XY" "Paternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19300 0.500206465969042 0 0.0846561500897227 "XY" "Paternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19300 0.500206465969042 0 0.41555031587932 "XY" "Paternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19300 0.500206465969042 0.0786728104005538 0.0787378102732239 "A" "Maternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19300 0.500206465969042 0.421120723630404 0.421468655695819 "A" "Maternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19300 0.500206465969042 0 0 "A" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19300 0.500206465969042 0 0 "A" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19300 0.500206465969042 0.076435527746995 0.0764986791654548 "A" "Paternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19300 0.500206465969042 0.423358006283962 0.423707786803588 "A" "Paternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19300 0.500206465969042 0 0 "A" "Paternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19300 0.500206465969042 0 0 "A" "Paternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19400 0.500206465969042 0.110065681836018 0.110211611360776 "XY" "Maternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19400 0.500206465969042 0.389727852194939 0.389994854608267 "XY" "Maternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19400 0.500206465969042 0 0 "XY" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19400 0.500206465969042 0 0 "XY" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19400 0.500206465969042 0.107314073724886 0 "XY" "Paternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19400 0.500206465969042 0.392479460306071 0 "XY" "Paternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19400 0.500206465969042 0 0.0846561500897227 "XY" "Paternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19400 0.500206465969042 0 0.41555031587932 "XY" "Paternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19400 0.500206465969042 0.0786728104005538 0.0787378102732239 "A" "Maternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19400 0.500206465969042 0.421120723630404 0.421468655695819 "A" "Maternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19400 0.500206465969042 0 0 "A" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19400 0.500206465969042 0 0 "A" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19400 0.500206465969042 0.076435527746995 0.0764986791654548 "A" "Paternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19400 0.500206465969042 0.423358006283962 0.423707786803588 "A" "Paternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19400 0.500206465969042 0 0 "A" "Paternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19400 0.500206465969042 0 0 "A" "Paternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19500 0.500206465969042 0.110065681836018 0.110211611360776 "XY" "Maternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19500 0.500206465969042 0.389727852194939 0.389994854608267 "XY" "Maternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19500 0.500206465969042 0 0 "XY" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19500 0.500206465969042 0 0 "XY" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19500 0.500206465969042 0.107314073724886 0 "XY" "Paternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19500 0.500206465969042 0.392479460306071 0 "XY" "Paternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19500 0.500206465969042 0 0.0846561500897227 "XY" "Paternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19500 0.500206465969042 0 0.41555031587932 "XY" "Paternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19500 0.500206465969042 0.0786728104005538 0.0787378102732239 "A" "Maternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19500 0.500206465969042 0.421120723630404 0.421468655695819 "A" "Maternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19500 0.500206465969042 0 0 "A" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19500 0.500206465969042 0 0 "A" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19500 0.500206465969042 0.076435527746995 0.0764986791654548 "A" "Paternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19500 0.500206465969042 0.423358006283962 0.423707786803588 "A" "Paternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19500 0.500206465969042 0 0 "A" "Paternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19500 0.500206465969042 0 0 "A" "Paternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19600 0.500206465969042 0.110065681836018 0.110211611360776 "XY" "Maternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19600 0.500206465969042 0.389727852194939 0.389994854608267 "XY" "Maternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19600 0.500206465969042 0 0 "XY" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19600 0.500206465969042 0 0 "XY" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19600 0.500206465969042 0.107314073724886 0 "XY" "Paternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19600 0.500206465969042 0.392479460306071 0 "XY" "Paternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19600 0.500206465969042 0 0.0846561500897227 "XY" "Paternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19600 0.500206465969042 0 0.41555031587932 "XY" "Paternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19600 0.500206465969042 0.0786728104005538 0.0787378102732239 "A" "Maternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19600 0.500206465969042 0.421120723630404 0.421468655695819 "A" "Maternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19600 0.500206465969042 0 0 "A" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19600 0.500206465969042 0 0 "A" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19600 0.500206465969042 0.076435527746995 0.0764986791654548 "A" "Paternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19600 0.500206465969042 0.423358006283962 0.423707786803588 "A" "Paternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19600 0.500206465969042 0 0 "A" "Paternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19600 0.500206465969042 0 0 "A" "Paternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19700 0.500206465969042 0.110065681836018 0.110211611360776 "XY" "Maternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19700 0.500206465969042 0.389727852194939 0.389994854608267 "XY" "Maternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19700 0.500206465969042 0 0 "XY" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19700 0.500206465969042 0 0 "XY" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19700 0.500206465969042 0.107314073724886 0 "XY" "Paternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19700 0.500206465969042 0.392479460306071 0 "XY" "Paternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19700 0.500206465969042 0 0.0846561500897227 "XY" "Paternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19700 0.500206465969042 0 0.41555031587932 "XY" "Paternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19700 0.500206465969042 0.0786728104005538 0.0787378102732239 "A" "Maternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19700 0.500206465969042 0.421120723630404 0.421468655695819 "A" "Maternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19700 0.500206465969042 0 0 "A" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19700 0.500206465969042 0 0 "A" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19700 0.500206465969042 0.076435527746995 0.0764986791654548 "A" "Paternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19700 0.500206465969042 0.423358006283962 0.423707786803588 "A" "Paternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19700 0.500206465969042 0 0 "A" "Paternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19700 0.500206465969042 0 0 "A" "Paternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19800 0.500206465969042 0.110065681836018 0.110211611360776 "XY" "Maternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19800 0.500206465969042 0.389727852194939 0.389994854608267 "XY" "Maternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19800 0.500206465969042 0 0 "XY" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19800 0.500206465969042 0 0 "XY" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19800 0.500206465969042 0.107314073724886 0 "XY" "Paternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19800 0.500206465969042 0.392479460306071 0 "XY" "Paternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19800 0.500206465969042 0 0.0846561500897227 "XY" "Paternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19800 0.500206465969042 0 0.41555031587932 "XY" "Paternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19800 0.500206465969042 0.0786728104005538 0.0787378102732239 "A" "Maternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19800 0.500206465969042 0.421120723630404 0.421468655695819 "A" "Maternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19800 0.500206465969042 0 0 "A" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19800 0.500206465969042 0 0 "A" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19800 0.500206465969042 0.076435527746995 0.0764986791654548 "A" "Paternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19800 0.500206465969042 0.423358006283962 0.423707786803588 "A" "Paternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19800 0.500206465969042 0 0 "A" "Paternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19800 0.500206465969042 0 0 "A" "Paternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19900 0.500206465969042 0.110065681836018 0.110211611360776 "XY" "Maternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19900 0.500206465969042 0.389727852194939 0.389994854608267 "XY" "Maternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19900 0.500206465969042 0 0 "XY" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19900 0.500206465969042 0 0 "XY" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19900 0.500206465969042 0.107314073724886 0 "XY" "Paternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19900 0.500206465969042 0.392479460306071 0 "XY" "Paternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19900 0.500206465969042 0 0.0846561500897227 "XY" "Paternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19900 0.500206465969042 0 0.41555031587932 "XY" "Paternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19900 0.500206465969042 0.0786728104005538 0.0787378102732239 "A" "Maternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19900 0.500206465969042 0.421120723630404 0.421468655695819 "A" "Maternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19900 0.500206465969042 0 0 "A" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19900 0.500206465969042 0 0 "A" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19900 0.500206465969042 0.076435527746995 0.0764986791654548 "A" "Paternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19900 0.500206465969042 0.423358006283962 0.423707786803588 "A" "Paternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19900 0.500206465969042 0 0 "A" "Paternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
19900 0.500206465969042 0 0 "A" "Paternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20000 0.49920655324357 0.110285994847128 0.109991298349665 "XY" "Maternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20000 0.49920655324357 0.390507451909301 0.389215254893905 "XY" "Maternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20000 0.49920655324357 0 0 "XY" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20000 0.49920655324357 0 0 "XY" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20000 0.49920655324357 0.107314073724886 0 "XY" "Paternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20000 0.49920655324357 0.392479460306071 0 "XY" "Paternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20000 0.49920655324357 0.000169227644029356 0.0844869224456934 "XY" "Paternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20000 0.49920655324357 0.00083068508144276 0.414719630797877 "XY" "Paternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20000 0.49920655324357 0.0786727966626162 0.0785804133904877 "A" "Maternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20000 0.49920655324357 0.421120650093813 0.420626139853083 "A" "Maternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20000 0.49920655324357 0.000157410620673778 0 "A" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20000 0.49920655324357 0.000842589379326222 0 "A" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20000 0.49920655324357 0.0764355143997343 0.0763457583058031 "A" "Paternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20000 0.49920655324357 0.423357932356695 0.422860794937767 "A" "Paternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20000 0.49920655324357 0.00015293420691245 0 "A" "Paternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20000 0.49920655324357 0.00084706579308755 0 "A" "Paternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20100 0.500203371168391 0.109782252212982 0.109928832983017 "XY" "Maternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20100 0.500203371168391 0.388947633562437 0.389208693525975 "XY" "Maternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20100 0.500203371168391 0.000188051487799761 0.000187893113358438 "XY" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20100 0.500203371168391 0.000878691568391183 0.000877951546040078 "XY" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20100 0.500203371168391 0.107040870012316 0.000114267631808332 "XY" "Paternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20100 0.500203371168391 0.3916882858755 0.000417874800408935 "XY" "Paternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20100 0.500203371168391 0.000180790233917222 0.0846030056360134 "XY" "Paternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20100 0.500203371168391 0.000886682709876186 0.41506822310016 "XY" "Paternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20100 0.500203371168391 0.0783323269911107 0.0787323397210166 "A" "Maternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20100 0.500203371168391 0.419332489914883 0.421471031447374 "A" "Maternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20100 0.500203371168391 0.000442827184697544 0 "A" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20100 0.500203371168391 0.00168898474091838 0 "A" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20100 0.500203371168391 0.0764305068063843 0.0764931194890591 "A" "Paternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20100 0.500203371168391 0.423366122025225 0.423710251679331 "A" "Paternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20100 0.500203371168391 0 0 "A" "Paternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20100 0.500203371168391 0 0 "A" "Paternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20200 0.500203015414876 0.109732782152476 0.109879359226568 "XY" "Maternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20200 0.500203015414876 0.388897960326931 0.389158412181383 "XY" "Maternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20200 0.500203015414876 0.000205553795719727 0.000205377877727865 "XY" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20200 0.500203015414876 0.00096068830999775 0.000959866129196722 "XY" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20200 0.500203015414876 0.106992779927264 0.00012488035577625 "XY" "Paternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20200 0.500203015414876 0.391637164793307 0.000456831162784141 "XY" "Paternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20200 0.500203015414876 0.000197617502655571 0.0845793007172673 "XY" "Paternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20200 0.500203015414876 0.000969422361897332 0.415042003179048 "XY" "Paternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20200 0.500203015414876 0.0783249269898829 0.0787563112803421 "A" "Maternal" "00" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20200 0.500203015414876 0.419141635200585 0.421446704134534 "A" "Maternal" "01" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20200 0.500203015414876 0.000486182298535239 0 "A" "Maternal" "10" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
20200 0.500203015414876 0.00184424009612082 0 "A" "Maternal" "11" 0.01 0.01 -0.5 -0.5 2.95 2.95 0.05 0.05 0
